date 	 | 	 code Article | n°OF | N°Panne | Composant Concerné | Commentaire 

2024-05-23 11:54:39	675197779 | 5806441 | 89 | 7 | 237365879936736852311125962545665142074829719326615821465431153680788626486262833980611159132074934272
2024-05-23 11:54:39	309839530 | 163591 | 50 | 38 | 513275541479325379455069263374742245399683354138134674400458801124555103784971390037534844863113068544
2024-05-23 11:54:39	597947061 | 367139 | 56 | 601 | 76335518070463673363255084591019100745829295709348920601582765965190317805142016
2024-05-23 11:54:39	150921569 | 856627 | 80 | 3 | 3141382712990650005021222500773273979904820574183975821856792426120195081001861180817408
2024-05-23 11:54:39	284359047 | 11322487 | 48 | 3339 | 8722022450
2024-05-23 11:54:39	507354701 | 84458 | 43 | 1 | 65596
2024-05-23 11:54:39	476060306 | 1505001 | 88 | 908 | 7926749134442520300718094922835890578167531389274705641061344510502206372046324506934031759319496654848
2024-05-23 11:54:39	367758472 | 5990930 | 80 | 18 | 94243759820336135010161502523690181845843968
2024-05-23 11:54:39	109123970 | 8327 | 93 | 65 | 11169546553875331342172006381933371183555317619556649950161675759608233678749817861169213567316000768
2024-05-23 11:54:39	935204263 | 73019 | 98 | 217 | 581097901852752529385676989681455772489446815935897693327458304
2024-05-23 11:54:39	125747977 | 237209 | 59 | 81 | 44245798800791443702992781048776903143112952958406914736128
2024-05-23 11:54:39	555244955 | 445281 | 11 | 1689 | 143816079306186407633279508743270254510080
2024-05-23 11:54:39	735280646 | 714207 | 24 | 45 | 90481033849713944827363925870894020877958065937483444373999231731191288287061621593208500865405399597056
2024-05-23 11:54:39	632241415 | 19915 | 70 | 7 | 338146586254262625306090490245488584839163414475980582946244395008
2024-05-23 11:54:39	329979969 | 89037 | 24 | 915 | 71015985951082139526430195712
2024-05-23 11:54:39	617740827 | 4643 | 72 | 7 | 6553878989618
2024-05-23 11:54:39	561954838 | 1030702 | 36 | 6 | 65612767445667831722176763818721040502504236300797739008
2024-05-23 11:54:39	769512975 | 81008 | 78 | 678 | 16233
2024-05-23 11:54:39	461250215 | 2789 | 13 | 126 | 69692221260740246971689063624703448750917251235840
2024-05-23 11:54:39	554419351 | 35296724 | 59 | 177 | 85019389041720688640000
2024-05-23 11:54:39	798370377 | 508180 | 26 | 9617 | 6985162156814
2024-05-23 11:54:39	520443030 | 8127450 | 36 | 39 | 5646908530234617856
2024-05-23 11:54:39	656629817 | 5491223 | 84 | 613 | 6456709451791126528
2024-05-23 11:54:39	684937112 | 1401 | 28 | 7 | 7312812287721047756400648221086221063001291600368809960803835921693018723188736
2024-05-23 11:54:39	658495134 | 68048 | 34 | 971 | 979722136019931814796355878880394526979222553700640877445120000
2024-05-23 11:54:39	428761136 | 135263 | 99 | 79 | 582205076323948929571886325370887132046166257016479187001361301504
2024-05-23 11:54:39	190117029 | 53675422 | 48 | 80 | 4109032370648935311882435426546284944077406629605688541191272665699955245056
2024-05-23 11:54:39	372322115 | 5870 | 33 | 92 | 838159211333177823786274873411634628395008
2024-05-23 11:54:39	526104463 | 81924 | 31 | 129 | 38848801134300261178509400979355299281309825829676277044719113392867984749186482050228172020460290048
2024-05-23 11:54:39	293715019 | 6822472 | 50 | 798 | 38146283337557597554069825198858423272745654638650846123162375130471374159852149063811072
2024-05-23 11:54:39	832297094 | 226937 | 60 | 106 | 62949079060134420663788185898180829846921786038950333708156174507503353842856142553514183229440
2024-05-23 11:54:39	821360222 | 6844522 | 94 | 1362 | 57037834419737906432864004084314211390420793900425034072064
2024-05-23 11:54:39	472436919 | 1666 | 14 | 713 | 86750818237090034603785559029623919862500308981286601700147200
2024-05-23 11:54:39	983693984 | 15079620 | 55 | 32 | 743937394249102227827942625752386439412887379676618461828237294875755675648
2024-05-23 11:54:39	498299723 | 47221321 | 94 | 79 | 58115488741393226694064754130944
2024-05-23 11:54:39	578388056 | 8384643 | 35 | 1 | 429604038826124918908105177801676203149451495453474451743066616342927512670256319304826880
2024-05-23 11:54:39	699772050 | 397933 | 73 | 3 | 1397142428738724057052429972126452185050817871883413493589648509391622282483351945216
2024-05-23 11:54:39	986952082 | 73149451 | 48 | 18 | 354278650444747440128
2024-05-23 11:54:39	765439046 | 1821339 | 19 | 3 | 3544857798899085895983312938678960389435299632807865972115658934969188404915833781689738330112
2024-05-23 11:54:39	176057314 | 954088 | 96 | 217 | 280255
2024-05-23 11:54:39	290760782 | 9418 | 98 | 14 | 213056421944322944
2024-05-23 11:54:39	485036915 | 1927 | 57 | 5579 | 242104843296999143351527669760
2024-05-23 11:54:39	146861437 | 11786740 | 89 | 1 | 12906325720713219392364074380648674738591979095049450895422414345166297624743373777002069424886738059264
2024-05-23 11:54:39	657984881 | 756385 | 67 | 4 | 457312355547464386377748445504784763320077527455217405283190964224
2024-05-23 11:54:39	790969287 | 87765 | 20 | 7486 | 596185317856241792
2024-05-23 11:54:39	721258649 | 9365875 | 91 | 8888 | 4671145468645832821933820589402165727368518809207963648
2024-05-23 11:54:39	707775351 | 4789051 | 12 | 2 | 59761
2024-05-23 11:54:39	604223054 | 11486 | 63 | 99 | 21979682568516876
2024-05-23 11:54:39	343607684 | 9431 | 10 | 43 | 91675552788036842066850494140510993566618448035840
2024-05-23 11:54:39	738486661 | 79195908 | 17 | 7 | 238663708405887585910000757058575265018555410543542272
2024-05-23 11:54:39	161554646 | 48636861 | 62 | 171 | 53484555385579041897873726834375352385267027673088
2024-05-23 11:54:39	125729912 | 29387 | 48 | 88 | 4492467664992560
2024-05-23 11:54:39	453616877 | 5090 | 71 | 32 | 301405624016474775075422208
2024-05-23 11:54:39	409458815 | 17258678 | 13 | 2473 | 1063281272370202204992109019136
2024-05-23 11:54:39	147725189 | 69361898 | 12 | 3 | 428699173390238862573738879795252977235722809457768092243817787159411163136
2024-05-23 11:54:39	992786422 | 4440698 | 72 | 12 | 71469361129409666924190609053075391339045696762836175295587202575022378807133169082433536
2024-05-23 11:54:39	121044635 | 531333 | 22 | 96 | 54802727
2024-05-23 11:54:39	704354635 | 50893 | 50 | 2406 | 739005278772764301784778640611510121119746860515328
2024-05-23 11:54:39	157516335 | 1487 | 57 | 47 | 16384054532862336868992112026788674875674821167672643087143537225512494794699777023723718009635666395136
2024-05-23 11:54:39	746937939 | 226328 | 10 | 5963 | 13859994806054200464481481625706217764714103117609498878266873427989848020299283557253120
2024-05-23 11:54:39	350483469 | 311799 | 44 | 7469 | 8499324696016174501002170417193184744700374178810920903376896
2024-05-23 11:54:39	116378922 | 94619 | 85 | 9 | 5992905508069045060769980115157470596007714323082626939564482373838560951200906097532254616287048630272
2024-05-23 11:54:39	489631402 | 27717613 | 76 | 1 | 479130294704182408423756282813977129665478929495548669051416860138032314611794324239571093225996288
2024-05-23 11:54:39	446489486 | 15428 | 71 | 900 | 7521043873137107747052266720739112305921521382511922270113745466387630638961262592
2024-05-23 11:54:39	972975011 | 228139 | 16 | 646 | 54586701574259239577858678992693458605411589800701955407872
2024-05-23 11:54:39	425845085 | 19437 | 94 | 6 | 585269075679804490283275517952
2024-05-23 11:54:39	349420585 | 6506110 | 53 | 6 | 594475721971304589385984565165294826895179776
2024-05-23 11:54:39	688195081 | 563880 | 29 | 1 | 7011723191748897754054656
2024-05-23 11:54:39	993490513 | 23938 | 81 | 48 | 119992776552789978441118741135281753331454380358882033664
2024-05-23 11:54:39	913766939 | 61962812 | 16 | 945 | 6555885126164901127705361877261135120256076076379386498768901389680640
2024-05-23 11:54:39	638623559 | 1647398 | 43 | 14 | 635555825409066545789322820094874230459581864572813836288
2024-05-23 11:54:39	121088247 | 1564060 | 11 | 20 | 14200102923217079867387159801797999465942697536535381595766537382508101632
2024-05-23 11:54:39	645324953 | 50458038 | 37 | 868 | 440867945850923169251327691721708987622482203119334074013459328791187332754752273326515683328
2024-05-23 11:54:39	179726528 | 79652 | 95 | 99 | 33169843690871466086285358034724232586291081845018848439300483327539979298537472
2024-05-23 11:54:39	928434940 | 902049 | 90 | 9057 | 369867937041821344524115509440937984
2024-05-23 11:54:39	173932438 | 57136 | 60 | 51 | 9016743959089860743613345699040067144147439072858788967103069582602779759227174912
2024-05-23 11:54:39	134484279 | 53702 | 95 | 24 | 447176687334990081411529034964462131801837418116532004667935648422258260406553383817992126007869440000
2024-05-23 11:54:39	206748174 | 75679602 | 64 | 4343 | 4969172165106016629982009107643629568
2024-05-23 11:54:39	957544202 | 6073 | 46 | 38 | 988629767590503777690036089172797682098043067048534590095360
2024-05-23 11:54:39	791153031 | 70418117 | 76 | 908 | 901057024777786115339401735696427245913285855795759177314540045044023296
2024-05-23 11:54:39	600177668 | 84427844 | 93 | 6196 | 3807666785588663021364389220528255403207067994064273509711872
2024-05-23 11:54:39	167452185 | 109663 | 70 | 8643 | 7401024338952461091391183877345796865509616477235133531111292928
2024-05-23 11:54:39	443507358 | 6266 | 82 | 4207 | 11334853438446
2024-05-23 11:54:39	157489016 | 25838 | 71 | 6981 | 199658494765835743494090377827346743452139879069000675529752226614476800
2024-05-23 11:54:39	866726190 | 831797 | 68 | 946 | 58813
2024-05-23 11:54:39	152855624 | 972556 | 47 | 5 | 989831720261148878845821383720925443391234916169054443276210081097443105046528
2024-05-23 11:54:39	106023464 | 606964 | 46 | 9524 | 47072284068943897104577094017709335704697880386798827363385343107653435392
2024-05-23 11:54:39	947214605 | 95038662 | 18 | 15 | 13616492642928337175859135333814909013668254395000423391378309906432
2024-05-23 11:54:39	150893594 | 86471 | 53 | 943 | 89681934
2024-05-23 11:54:39	868447605 | 3436354 | 41 | 8 | 131513166732696936918585287944052792245239207282300225882511404301287424
2024-05-23 11:54:39	527802966 | 7072044 | 38 | 1 | 607787930938797695837484653443052166538138996469451706028025803235565657914731501675610112
2024-05-23 11:54:39	113785468 | 9180074 | 65 | 966 | 1715578704592428
2024-05-23 11:54:39	520922592 | 9042852 | 63 | 25 | 48893788351352843184871439494605821114490293687089920670325548664225792
2024-05-23 11:54:39	155484093 | 6994608 | 37 | 4249 | 5466731988244417902665943214183904448616569700934697621316931580770211009349342666902470656
2024-05-23 11:54:39	894336690 | 78746 | 99 | 65 | 876540082893455226999595673203939587159328626843372092620265226240
2024-05-23 11:54:39	335478742 | 51925 | 97 | 352 | 198941327065840579779070502069338112
2024-05-23 11:54:39	615598323 | 30115 | 44 | 1833 | 149300387848146829692545837697130932731904
2024-05-23 11:54:39	555941468 | 2974934 | 67 | 3 | 5139895940870484037335493881677878394880
2024-05-23 11:54:39	411840831 | 1677 | 86 | 34 | 35498513693291915901463750649550661685197624311808
2024-05-23 11:54:39	628701211 | 61872 | 14 | 142 | 2977858341625186697104696056683662163572570648690895270159238788324779028905984
2024-05-23 11:54:39	635646569 | 33042824 | 80 | 5421 | 48277794176580413459458741534609348421828088510309983199122256035840
2024-05-23 11:54:39	554713557 | 54781 | 13 | 86 | 844110524409177255823730150786439205321279979846602951907077225850282939777024
2024-05-23 11:54:39	983958286 | 2814 | 80 | 1582 | 282198417054356
2024-05-23 11:54:39	188270267 | 592543 | 16 | 6392 | 22657411849908284550255625774464498678505663569734929466875650456437129216
2024-05-23 11:54:39	965340570 | 9081768 | 84 | 75 | 691239640535543781633800518944406159592808274976111862108481299032750088108839534592
2024-05-23 11:54:39	176893159 | 23945969 | 84 | 60 | 32545629656914969022526756667142178827740731095983550747907812951937360330752
2024-05-23 11:54:39	639223388 | 3032 | 54 | 8 | 343887293302249169283092808901236333261287262905200616505606144
2024-05-23 11:54:39	233879083 | 85211 | 66 | 95 | 7281598184525454054817237719328819557156915407457137294313371901886464
2024-05-23 11:54:39	858180803 | 4663 | 17 | 8 | 36958283498656998944211662857159216115041609131102137842484864090112
2024-05-23 11:54:39	668671055 | 24336 | 24 | 8 | 1989834408656941925169907957612993687379760710405181285046892370900400983998369097597513286937477120
2024-05-23 11:54:39	607164654 | 90321 | 20 | 1130 | 193872763843000837318584945495836193306693337088
2024-05-23 11:54:39	550172336 | 969409 | 93 | 7670 | 2846770362499871193902861256658862102598206171140332928554092889895433513467904
2024-05-23 11:54:39	566090699 | 2753498 | 53 | 1 | 9584989712598377575929747450818235713083328590644123792065019279385924131717638927519169755742208
2024-05-23 11:54:39	248528604 | 6735883 | 20 | 787 | 1035172188988396898003876560753627650292773607681879820212510144722872422178053573454564687872
2024-05-23 11:54:39	740302819 | 117171 | 87 | 94 | 9993981
2024-05-23 11:54:39	704071072 | 71975821 | 63 | 2 | 1017523541
2024-05-23 11:54:39	688536584 | 47607 | 18 | 8 | 9960389043268174080146145280
2024-05-23 11:54:39	145593070 | 21080997 | 65 | 5 | 19103678482342627451496797454073577332391988701151444876149306421336722498387968
2024-05-23 11:54:39	464598584 | 45158 | 63 | 70 | 51649032686255
2024-05-23 11:54:39	311226505 | 8255004 | 84 | 397 | 141333979499266691915144886647051072918599328902392575950848
2024-05-23 11:54:39	479501954 | 94723995 | 26 | 36 | 8708202541697818018442598978549622598546340195234323017559441408
2024-05-23 11:54:39	259120612 | 14185418 | 20 | 567 | 50639003895035853657596759132544605776971243469909641920512
2024-05-23 11:54:39	270511599 | 570114 | 70 | 952 | 9184287898086897517139158941376095209015037745196106595706780958967142447598121710732181504
2024-05-23 11:54:39	118409196 | 238096 | 86 | 3297 | 57865732787307758223712340807304217780175711579553874837504
2024-05-23 11:54:39	714270922 | 2079948 | 76 | 1831 | 130566781892393031157832940650342720167988714734099804192768
2024-05-23 11:54:39	298406654 | 7426777 | 11 | 9256 | 344522510902
2024-05-23 11:54:39	248298379 | 1672043 | 42 | 2441 | 129444488712583083828809408813500362391552
2024-05-23 11:54:39	694062007 | 7052 | 89 | 543 | 1832903693711
2024-05-23 11:54:39	232099633 | 825386 | 20 | 436 | 4199944905
2024-05-23 11:54:39	678791528 | 72897 | 50 | 8011 | 6796934040411652485681472376079253283912307951271936
2024-05-23 11:54:39	782820725 | 14371057 | 17 | 4755 | 194097112
2024-05-23 11:54:39	458835865 | 6670 | 15 | 2 | 367224526910549719493311380799298207744
2024-05-23 11:54:39	114646293 | 535215 | 94 | 2 | 143479796279558666044304943143462685418480575056739633836979523288039424
2024-05-23 11:54:39	495438853 | 11965040 | 13 | 9746 | 966657903413216025703622457513883801147852838538397614080
2024-05-23 11:54:39	881325089 | 8092087 | 27 | 60 | 1262162847769058574592717570814509056
2024-05-23 11:54:39	283937133 | 15193 | 16 | 3141 | 8808136071357955206467608178215760551524227329175122758502187008
2024-05-23 11:54:39	129684567 | 6788 | 42 | 479 | 961861160187532215972360850596398102864859585377110740857058754560
2024-05-23 11:54:39	782805894 | 87489608 | 25 | 7 | 372011848789674874068775319186561852031587270444359092958486672848297594351003893760
2024-05-23 11:54:39	257025790 | 88154 | 29 | 94 | 327286417526777906963049527499567426122701850991961047040
2024-05-23 11:54:39	295514996 | 69519 | 39 | 18 | 1415487988238397850477664706274806182355038996426623631070461879358466915792060416
2024-05-23 11:54:39	304492969 | 7033 | 22 | 7 | 6567494755156691294512863284907036371180511592294109040082944
2024-05-23 11:54:39	335663461 | 8507608 | 95 | 73 | 3626716952528
2024-05-23 11:54:39	797683853 | 3511 | 16 | 5 | 26188555997724477333782996932783767552
2024-05-23 11:54:39	473825974 | 138043 | 85 | 5 | 8776846848830361804296538959946163617964692012264975076424894440632392027842285146210304
2024-05-23 11:54:39	460135898 | 9964619 | 81 | 78 | 634678677511357734462562291381889335202150938050560
2024-05-23 11:54:39	906947158 | 5553 | 34 | 7 | 99648
2024-05-23 11:54:39	196798994 | 5893 | 39 | 3 | 6996077031800062078543150271173317479884733541451856763678755301302047648421991415808
2024-05-23 11:54:39	228453743 | 92754 | 59 | 25 | 927665188636230680576
2024-05-23 11:54:39	617815902 | 29808 | 57 | 283 | 535150340550162
2024-05-23 11:54:39	153678918 | 3130212 | 70 | 607 | 2352340
2024-05-23 11:54:39	435541194 | 21890969 | 58 | 7 | 444988772353508623139364999373423552728350483818867565496477281157120
2024-05-23 11:54:39	203160502 | 6593 | 71 | 2172 | 6369259331282589236641930025787513247834626356536371284140461613049843303975462713405764121133056
2024-05-23 11:54:39	300878055 | 1311 | 12 | 52 | 88878818077129517673562341443537862539679476715571778900983808
2024-05-23 11:54:39	753918707 | 2397923 | 77 | 916 | 58755912278362784508479964331231819071488
2024-05-23 11:54:39	370866682 | 33803 | 64 | 5 | 4225569413839698188320721500793069012418579468641528688399326531001929144809434890752753664
2024-05-23 11:54:39	653870332 | 85927195 | 94 | 21 | 5711678227620171874304
2024-05-23 11:54:39	845424317 | 5528954 | 70 | 851 | 16238474244093338422094479624332530861026247700990507614208
2024-05-23 11:54:39	189996752 | 71567981 | 60 | 2 | 83842994098
2024-05-23 11:54:39	926988637 | 89805157 | 83 | 6 | 12853051662667484470197560712812763703719140375202219023524480249562691197206528
2024-05-23 11:54:39	265050772 | 5257 | 23 | 9920 | 321941806951516845635563973246976
2024-05-23 11:54:39	155027825 | 6745 | 16 | 186 | 804122426558673333649621659379881007443048921038848
2024-05-23 11:54:39	326463089 | 16279431 | 65 | 190 | 5754491152641807975289450294102462562304
2024-05-23 11:54:39	816682488 | 717131 | 19 | 42 | 8274323639622030982087738326068834074624
2024-05-23 11:54:39	581580458 | 53986217 | 79 | 94 | 64652219877915846950859122789452655316958267506037788205167243108156546388041803014049476033063682048
2024-05-23 11:54:39	195876125 | 2051887 | 39 | 2 | 10720100468334243840
2024-05-23 11:54:39	357332759 | 18728040 | 53 | 6 | 91772901121916897509758730240000
2024-05-23 11:54:39	842699734 | 27713566 | 75 | 8496 | 46177749772177590792284172435139164608806927871198940474587954020352
2024-05-23 11:54:39	127777335 | 6937045 | 57 | 93 | 74898161570871679905600470839390499449561111592960
2024-05-23 11:54:39	519841300 | 80246 | 89 | 8 | 11021537342853368054120137508224685061759755712729765350169994739637819846768413669594679691204293033984
2024-05-23 11:54:39	908303681 | 2969832 | 27 | 4687 | 82443166454331112291792925472721333228554494227866388902665495392768781786771684326459464161951744
2024-05-23 11:54:39	540600091 | 7409544 | 90 | 69 | 9964002849532287222545603521136894384949044445184
2024-05-23 11:54:39	392937294 | 35500904 | 76 | 3847 | 2355385137188487861496173866957642957193101388682573096838065197058292917012004864
2024-05-23 11:54:39	711910382 | 4265 | 61 | 4 | 7652266470666331459755525964396817862903688413526024291241426944
2024-05-23 11:54:39	113721429 | 70042065 | 88 | 1 | 800290344867884197788910479387460228310209833965206183608320
2024-05-23 11:54:39	737148042 | 95262 | 98 | 410 | 69210109206063217178835734603952685765518557915387739019941328549480235008
2024-05-23 11:54:39	804531374 | 1789 | 20 | 519 | 20016261169716224
2024-05-23 11:54:39	761972956 | 2179 | 21 | 52 | 234271137723415059564888450758153489939717925930870113504904048241991632124433038112820972922762952704
2024-05-23 11:54:39	911672587 | 9729405 | 11 | 200 | 18097174726173280256
2024-05-23 11:54:39	964004865 | 20070047 | 85 | 62 | 4368958947140647906828614950475900108191584093599949500369076224
2024-05-23 11:54:39	236515201 | 16838059 | 31 | 34 | 1079119
2024-05-23 11:54:39	429386096 | 786785 | 29 | 792 | 12461795267496461211386809043238279597832040232970186149085463121641529694576470654976
2024-05-23 11:54:39	284953475 | 9618499 | 85 | 3446 | 7379713426307729082305569986836724449280
2024-05-23 11:54:39	376868176 | 2108631 | 20 | 7785 | 63756063023993384415759013238546200515252773411125985280
2024-05-23 11:54:39	131337520 | 5707 | 64 | 95 | 8471688974279626417663465490208987030194408696318070262086831702016
2024-05-23 11:54:39	319552178 | 31288936 | 75 | 1332 | 6489369361755896849388896148005865914368
2024-05-23 11:54:39	872498701 | 6880 | 88 | 1 | 6612605403737329349899347032335565854231465295872
2024-05-23 11:54:39	138259755 | 1698958 | 87 | 8 | 94911576375933176004417223288103632896
2024-05-23 11:54:39	442090425 | 58859 | 35 | 88 | 64735973252419883765837327370102799305514462057895014625945165973988221395176928390938624
2024-05-23 11:54:39	305548761 | 26479 | 57 | 70 | 700030456146213687534241090598076416
2024-05-23 11:54:39	634774099 | 7743 | 76 | 705 | 37183694954
2024-05-23 11:54:39	717490245 | 29581 | 37 | 339 | 7367024078206385
2024-05-23 11:54:39	740581311 | 35996198 | 93 | 2 | 49734240775231378873009187453062402440355193553468641948583919091712
2024-05-23 11:54:39	691261908 | 3480 | 22 | 40 | 10212712651930632291929835801977815040
2024-05-23 11:54:39	371344039 | 6762874 | 16 | 39 | 157223486821
2024-05-23 11:54:39	740533090 | 792039 | 15 | 40 | 282998643680023435024950224383961635613881908503676866002944
2024-05-23 11:54:39	967801331 | 44188991 | 24 | 770 | 120509706194434820179587701823038569832489917909400491740907895259136
2024-05-23 11:54:39	592057127 | 128547 | 17 | 121 | 681276145198099563950515969708587984851450403109059369640835372023808
2024-05-23 11:54:39	148595639 | 27017606 | 65 | 5372 | 8267931334022148770127686178493048627795066880
2024-05-23 11:54:39	163718996 | 5170 | 17 | 8 | 8869651533688592907830094276329472
2024-05-23 11:54:39	174640365 | 74518361 | 82 | 840 | 73213189676849050643721746242791800832
2024-05-23 11:54:39	269878034 | 58193054 | 11 | 1462 | 56159865411127772983384140446298357897363456
2024-05-23 11:54:39	396132409 | 41639 | 69 | 10 | 96601571357655018166522953103575306499893755904
2024-05-23 11:54:39	428763783 | 44627 | 15 | 2 | 1732235968678589993647175431861683052114353159666572278727701294400596185409576525555445605886590976
2024-05-23 11:54:39	947609311 | 561156 | 14 | 686 | 781843769011289541618757270989715826100323969275341343018945317838930459904720859695762717703090995200
2024-05-23 11:54:39	290161136 | 9282905 | 97 | 11 | 5502655910497226187117082564612741650235468540589658205711937570779903246857761699173093257248768
2024-05-23 11:54:39	241959125 | 7284 | 22 | 5464 | 23332132
2024-05-23 11:54:39	752309771 | 7493256 | 94 | 2824 | 686990943476
2024-05-23 11:54:39	857565706 | 1339781 | 24 | 7 | 89936143777473211091533369966592
2024-05-23 11:54:39	351363618 | 26158217 | 12 | 2 | 85798440289694762336797182626647406922340604338152512852187039845169556456755993509888
2024-05-23 11:54:39	468112678 | 6792542 | 52 | 7 | 29171323589618405594456381194240
2024-05-23 11:54:39	488273736 | 5947982 | 12 | 191 | 965640504465344743126938946819517641634406142454976087064576
2024-05-23 11:54:39	848714315 | 4466 | 78 | 2 | 277978146984914570611726156091406955099545617313921598657314195116642009088
2024-05-23 11:54:39	267112361 | 10615 | 18 | 70 | 122151522325688102366531552866460857810239160448909524918977167360
2024-05-23 11:54:39	539666709 | 6096 | 75 | 9733 | 76175782715709
2024-05-23 11:54:39	297815933 | 6394460 | 85 | 955 | 146658192511564521134455737289743007744
2024-05-23 11:54:39	481282532 | 1277 | 61 | 485 | 911565823652018944
2024-05-23 11:54:39	132199081 | 923836 | 18 | 9542 | 11435620078622427473510400
2024-05-23 11:54:39	127256918 | 9983574 | 34 | 4912 | 711030152508463146207050172439806636789072008891109717781783047024752459776
2024-05-23 11:54:39	268547911 | 442980 | 76 | 6578 | 88017273037994883510989653320041920649328691616456314720543515562999808
2024-05-23 11:54:39	987921645 | 6310328 | 68 | 760 | 56934409145294528646772990527291324617188014985646168302212901848161155779919872
2024-05-23 11:54:39	292382635 | 47081 | 35 | 70 | 86882334529038855062355047091072539626033010595380225748029550413673814703524541567741936533504
2024-05-23 11:54:39	527882936 | 20780334 | 11 | 81 | 927270355348548116022129396451308084315245269212265971712
2024-05-23 11:54:39	715796064 | 24554 | 72 | 5079 | 1661949946066515339088264447936034180547064095277834144055296
2024-05-23 11:54:39	696886960 | 1627693 | 15 | 85 | 324912525711787520
2024-05-23 11:54:39	148107574 | 861555 | 33 | 1938 | 717238684284962315125267628032
2024-05-23 11:54:39	173554059 | 3051252 | 68 | 5 | 915729616
2024-05-23 11:54:39	611249119 | 2351 | 58 | 861 | 8994768338420
2024-05-23 11:54:39	412549897 | 1363 | 96 | 335 | 77498387992554850222080
2024-05-23 11:54:39	831924700 | 2784 | 18 | 9891 | 890484803173422490122772213346878147152110187885308195812826431380681585065984
2024-05-23 11:54:39	173292930 | 9927426 | 59 | 945 | 879275016618244113692094430032703074875492794183316406272
2024-05-23 11:54:39	719983558 | 3005 | 67 | 426 | 6513789519577538483145826265270740861308139249642880263038699569152
2024-05-23 11:54:39	292771725 | 385779 | 51 | 11 | 8996623239213826048
2024-05-23 11:54:39	973339171 | 1757 | 52 | 9 | 133565647967361783824384
2024-05-23 11:54:39	859891813 | 4708544 | 59 | 12 | 143631460589875789673710765119735070442443874215027430245436092674051941848598444771377152
2024-05-23 11:54:39	179049722 | 5176444 | 56 | 83 | 98595617048266950801209810410090301901829640921355789617628793282284933877172636048177565051912192
2024-05-23 11:54:39	662273164 | 14763068 | 84 | 106 | 129986162987145786467927927731471464612365907022765258523501790409557664283171974283264
2024-05-23 11:54:39	156280962 | 26296114 | 87 | 980 | 9453292722195212739541303318063837988769916518400
2024-05-23 11:54:39	763523833 | 4521691 | 24 | 6378 | 132699
2024-05-23 11:54:39	574906976 | 720170 | 89 | 70 | 8941532185950251008
2024-05-23 11:54:39	206412871 | 1996397 | 92 | 405 | 300118967380163873559288241534205246055373434783304225807925248
2024-05-23 11:54:39	791452188 | 1624206 | 81 | 1 | 35790457593044657183383794529271864878750794021181849600
2024-05-23 11:54:39	573154616 | 9720614 | 92 | 992 | 2111519508737333695348736000
2024-05-23 11:54:39	477763269 | 1816 | 78 | 6 | 377058447354
2024-05-23 11:54:39	594006968 | 5147 | 23 | 805 | 16069976788300238958609454183373265174528
2024-05-23 11:54:39	593857896 | 5735 | 86 | 164 | 81619603971340196904933211731307938245279507021824
2024-05-23 11:54:39	230633548 | 72973 | 37 | 104 | 259289514466036305195488917335551376067856394053250609496171702959522283782144
2024-05-23 11:54:39	502963322 | 58107 | 93 | 38 | 14721852416008999399325696
2024-05-23 11:54:39	104079100 | 14781454 | 10 | 35 | 843176763640215608224014623546173526118797889780056064
2024-05-23 11:54:39	115544747 | 173354 | 54 | 1410 | 5207731142503898221710682357760
2024-05-23 11:54:39	213157598 | 4424 | 11 | 72 | 4415512100375554550873154309452248473097526575104
2024-05-23 11:54:39	122179822 | 8300 | 56 | 103 | 524181064681282599718486016
2024-05-23 11:54:39	532757468 | 8931128 | 25 | 6 | 55519145493699790068777456623158539718520652551860196463228946003399963735429077063195164672
2024-05-23 11:54:39	507948223 | 854083 | 17 | 580 | 57347492939567508317011749437675477565068008305993609023591758157004727648256
2024-05-23 11:54:39	377683185 | 52479259 | 65 | 8 | 61041
2024-05-23 11:54:39	167088104 | 2100 | 81 | 18 | 5611317453408789706710368175890605539328
2024-05-23 11:54:39	402178457 | 4281 | 31 | 726 | 4142834
2024-05-23 11:54:39	398784583 | 92896497 | 36 | 47 | 158391433470867415618253798311213827619691471377891780923539342847811518464
2024-05-23 11:54:39	724632293 | 95520881 | 75 | 8623 | 78149081719110551931048017635835904
2024-05-23 11:54:39	301147930 | 80767 | 10 | 9 | 72654103342517172363284951865462771248562568075010784732034171177795584
2024-05-23 11:54:39	787016258 | 4712 | 14 | 26 | 92917169124
2024-05-23 11:54:39	499968106 | 53828903 | 52 | 4463 | 481969861319607889471559955077424522182220912563131376106441975044560125952
2024-05-23 11:54:39	859622757 | 44942473 | 37 | 6476 | 92388141486228899068030984485328650240
2024-05-23 11:54:39	804488820 | 58604 | 14 | 1 | 5476313830552486266609835811443725838254167447806172351411232019437069787908309778432
2024-05-23 11:54:39	363172732 | 148439 | 69 | 178 | 14189464
2024-05-23 11:54:39	495368598 | 3016 | 60 | 6503 | 3348693779556818567372687126129344273303577318752831158771699074848963964381485348578828519219396608
2024-05-23 11:54:39	405545712 | 69839503 | 90 | 131 | 7894990619421118134782746605066097373726122450251415552
2024-05-23 11:54:39	480354103 | 1334 | 60 | 143 | 984626910583961370434207744
2024-05-23 11:54:39	243256144 | 288952 | 53 | 4 | 21776142096044406085233623457471798406089435985647225157113744004304501687021731840
2024-05-23 11:54:39	923467608 | 6123 | 81 | 3 | 36149482132536018741084894879375761637592006656
